Workload,Run,TraceSize,Status,ExecTime,Instr,Cycles,IPC,NumBr,MispBr,BrPerCyc,MispBrPerCyc,MR,MPKI,CycWP,CycWPAvg,CycWPPKI,50PercInstr,50PercCycles,50PercIPC,50PercNumBr,50PercMispBr,50PercBrPerCyc,50PercMispBrPerCyc,50PercMR,50PercMPKI,50PercCycWP,50PercCycWPAvg,50PercCycWPPKI
fp,fp_8_trace,211.10272789001465,Pass,281.2678611278534,40000016,13212988,3.0273,2322129,314952,0.1757,0.0238,13.5631%,7.8738,7166962,22.7557,179.1740,20000016,7384504,2.7084,1347173,222234,0.1824,0.0301,16.4963%,11.1117,4993058,22.4676,249.6527
fp,fp_6_trace,63.58891201019287,Pass,224.88604831695557,40000016,5845956,6.8423,7034423,40772,1.2033,0.0070,0.5796%,1.0193,1515942,37.1810,37.8985,20000016,2836989,7.0497,3515104,19022,1.2390,0.0067,0.5412%,0.9511,711332,37.3952,35.5666
fp,fp_5_trace,332.9483413696289,Pass,329.07284355163574,40000016,7567836,5.2855,740391,37456,0.0978,0.0049,5.0589%,0.9364,1283297,34.2615,32.0824,20000016,3749190,5.3345,370890,18645,0.0989,0.0050,5.0271%,0.9322,641183,34.3890,32.0591
fp,fp_12_trace,48.495734214782715,Pass,244.3182830810547,40000016,8115976,4.9286,4420257,48627,0.5446,0.0060,1.1001%,1.2157,3007701,61.8525,75.1925,20000016,3937453,5.0794,2222665,21585,0.5645,0.0055,0.9711%,1.0792,1342231,62.1835,67.1115
media,media_0_trace,111.51635646820068,Pass,114.28415632247925,20000044,3383121,5.9117,1125035,23528,0.3325,0.0070,2.0913%,1.1764,614652,26.1243,30.7325,10000044,1491662,6.7040,559613,9001,0.3752,0.0060,1.6084%,0.9001,242518,26.9435,24.2517
media,media_1_trace,93.95407485961914,Pass,113.21081233024597,20000048,3579648,5.5872,1052168,23180,0.2939,0.0065,2.2031%,1.1590,617207,26.6267,30.8603,10000048,1554623,6.4325,496668,7146,0.3195,0.0046,1.4388%,0.7146,202680,28.3627,20.2679
media,media_3_trace,113.6968765258789,Pass,113.81580305099487,20000046,3523269,5.6766,1130407,27626,0.3208,0.0078,2.4439%,1.3813,727323,26.3275,36.3661,10000046,1594607,6.2712,568763,12117,0.3567,0.0076,2.1304%,1.2117,329939,27.2294,32.9937
media,media_2_trace,114.14013576507568,Pass,140.55582976341248,20000038,3105888,6.4394,682290,10635,0.2197,0.0034,1.5587%,0.5317,597549,56.1870,29.8774,10000038,1662720,6.0143,342782,7329,0.2062,0.0044,2.1381%,0.7329,392566,53.5634,39.2565
web,web_16_trace,61.720746994018555,Pass,115.84832763671875,20000052,10030330,1.9940,1486259,37076,0.1482,0.0037,2.4946%,1.8538,1323964,35.7095,66.1980,10000052,6979080,1.4329,732871,25998,0.1050,0.0037,3.5474%,2.5998,915041,35.1966,91.5036
web,web_15_trace,61.94837951660156,Pass,77.37637042999268,14999858,8171272,1.8357,2411251,91455,0.2951,0.0112,3.7928%,6.0971,2604842,28.4822,173.6578,7999858,3410395,2.3457,1229867,43918,0.3606,0.0129,3.5710%,5.4898,1101960,25.0913,137.7474
web,web_7_trace,41.589111328125,Pass,159.68723034858704,39999850,10449578,3.8279,6633962,310102,0.6349,0.0297,4.6745%,7.7526,5723701,18.4575,143.0931,20999850,5033973,4.1716,3471337,147583,0.6896,0.0293,4.2515%,7.0278,2531405,17.1524,120.5440
web,web_14_trace,235.48800468444824,Pass,368.57826495170593,70000043,19825074,3.5309,11059737,256389,0.5579,0.0129,2.3182%,3.6627,10712547,41.7824,153.0363,35000043,8556339,4.0905,5268168,99962,0.6157,0.0117,1.8975%,2.8561,4204169,42.0577,120.1190
web,web_23_trace,60.17267894744873,Pass,105.04950046539307,20000047,6339599,3.1548,3286069,23079,0.5183,0.0036,0.7023%,1.1539,811106,35.1448,40.5552,10000047,4616351,2.1662,1544231,17933,0.3345,0.0039,1.1613%,1.7933,616147,34.3583,61.6144
web,web_4_trace,107.63480854034424,Pass,210.45459914207458,39999718,13450168,2.9739,6265226,178746,0.4658,0.0133,2.8530%,4.4687,5186345,29.0152,129.6595,20999718,6401616,3.2804,3426349,83822,0.5352,0.0131,2.4464%,3.9916,2293071,27.3564,109.1953
web,web_17_trace,54.710463523864746,Pass,76.77089643478394,15000021,6203005,2.4182,2215426,25901,0.3572,0.0042,1.1691%,1.7267,1000783,38.6388,66.7188,8000021,2301504,3.4760,1069158,5985,0.4645,0.0026,0.5598%,0.7481,194531,32.5031,24.3163
web,web_10_trace,67.32332420349121,Pass,105.35011887550354,19999796,11254432,1.7771,2621960,67319,0.2330,0.0060,2.5675%,3.3660,2049367,30.4426,102.4694,10999796,3361366,3.2724,1436395,28273,0.4273,0.0084,1.9683%,2.5703,747489,26.4383,67.9548
web,web_19_trace,46.80075454711914,Pass,77.91096472740173,15000016,9700198,1.5464,2562002,90169,0.2641,0.0093,3.5195%,6.0113,2641236,29.2921,176.0822,8000016,4473432,1.7883,1380363,59982,0.3086,0.0134,4.3454%,7.4977,1389258,23.1612,173.6569
web,web_2_trace,126.7424545288086,Pass,221.74139070510864,39999746,12179470,3.2842,5842811,167356,0.4797,0.0137,2.8643%,4.1839,4575151,27.3378,114.3795,20999746,5938207,3.5364,3176039,92989,0.5348,0.0157,2.9278%,4.4281,2688926,28.9166,128.0456
web,web_3_trace,134.2002592086792,Pass,208.80978441238403,39999981,12356135,3.2373,6018442,158833,0.4871,0.0129,2.6391%,3.9708,4690710,29.5323,117.2678,20999981,5646692,3.7190,3382696,72478,0.5991,0.0128,2.1426%,3.4513,2499828,34.4909,119.0395
web,web_11_trace,43.46553611755371,Pass,53.63777256011963,10001443,11690760,0.8555,1391369,57903,0.1190,0.0050,4.1616%,5.7895,2207557,38.1251,220.7238,5001443,5161129,0.9691,674449,29985,0.1307,0.0058,4.4459%,5.9953,1041622,34.7381,208.2643
web,web_21_trace,37.0328950881958,Pass,76.38218545913696,15000054,5979248,2.5087,2614946,25911,0.4373,0.0043,0.9909%,1.7274,2102073,81.1267,140.1377,8000054,4785447,1.6717,1411368,20846,0.2949,0.0044,1.4770%,2.6057,1909845,91.6169,238.7290
web,web_24_trace,80.5669527053833,Pass,82.30705761909485,14999923,8442950,1.7766,1985890,30684,0.2352,0.0036,1.5451%,2.0456,930775,30.3342,62.0520,7999923,4035258,1.9825,1067447,14552,0.2645,0.0036,1.3633%,1.8190,421964,28.9970,52.7460
web,web_0_trace,104.021315574646,Pass,292.2007622718811,39999493,19824203,2.0177,11904941,55940,0.6005,0.0028,0.4699%,1.3985,6489017,115.9996,162.2275,20999493,9778328,2.1476,6370198,20673,0.6515,0.0021,0.3245%,0.9845,2279291,110.2545,108.5403
web,web_5_trace,119.46124076843262,Pass,204.57937908172607,39999694,12507970,3.1979,6198022,188916,0.4955,0.0151,3.0480%,4.7229,4863877,25.7462,121.5979,20999694,6537631,3.2121,3330435,113273,0.5094,0.0173,3.4011%,5.3940,2832356,25.0047,134.8761
web,web_13_trace,134.68522262573242,Pass,228.6324644088745,39999813,17207760,2.3245,4813533,136370,0.2797,0.0079,2.8331%,3.4093,4208480,30.8607,105.2125,20999813,7287279,2.8817,2687998,64325,0.3689,0.0088,2.3930%,3.0631,2116855,32.9087,100.8035
web,web_18_trace,40.12125015258789,Pass,73.10551381111145,15000059,3967093,3.7811,1853795,42691,0.4673,0.0108,2.3029%,2.8461,2085737,48.8566,139.0486,8000059,2001276,3.9975,994147,21360,0.4968,0.0107,2.1486%,2.6700,1054150,49.3516,131.7678
web,web_22_trace,51.9125394821167,Pass,96.86225318908691,20000051,6022013,3.3212,2417352,67791,0.4014,0.0113,2.8043%,3.3895,3028282,44.6709,151.4137,10000051,2653499,3.7686,1222376,31360,0.4607,0.0118,2.5655%,3.1360,1449700,46.2277,144.9693
web,web_1_trace,158.93916416168213,Pass,225.09478640556335,39999048,12191585,3.2809,5515292,141036,0.4524,0.0116,2.5572%,3.5260,4670459,33.1154,116.7643,20999048,5068564,4.1430,2909408,75217,0.5740,0.0148,2.5853%,3.5819,2045401,27.1933,97.4045
web,web_8_trace,110.87185478210449,Pass,214.01998448371887,39999955,14117754,2.8333,6210740,205258,0.4399,0.0145,3.3049%,5.1315,5328716,25.9611,133.2180,20999955,5935927,3.5378,3431526,94914,0.5781,0.0160,2.7659%,4.5197,2352988,24.7907,112.0473
web,web_12_trace,61.48514461517334,Pass,79.87545561790466,15000009,9341910,1.6057,2254326,66545,0.2413,0.0071,2.9519%,4.4363,2173260,32.6585,144.8839,8000009,4324219,1.8500,1175254,40011,0.2718,0.0093,3.4045%,5.0014,1195890,29.8890,149.4861
web,web_6_trace,115.35440254211426,Pass,214.92597103118896,40000022,13221811,3.0253,6002648,196668,0.4540,0.0149,3.2764%,4.9167,5733935,29.1554,143.3483,20000022,6924383,2.8883,2962421,121511,0.4278,0.0175,4.1017%,6.0755,3517056,28.9443,175.8526
web,web_9_trace,113.31267833709717,Pass,218.9481451511383,39999863,14253886,2.8062,6952037,117467,0.4877,0.0082,1.6897%,2.9367,2849475,24.2577,71.2371,20999863,4411261,4.7605,4136031,3265,0.9376,0.0007,0.0789%,0.1555,61987,18.9853,2.9518
web,web_25_trace,46.08135795593262,Pass,78.08868360519409,14999989,7405696,2.0255,2548670,95104,0.3441,0.0128,3.7315%,6.3403,3170632,33.3386,211.3756,7999989,3024562,2.6450,1342253,55090,0.4438,0.0182,4.1043%,6.8863,1790151,32.4950,223.7692
web,web_20_trace,91.22524166107178,Pass,105.86218428611755,20000004,10622365,1.8828,3186911,84360,0.3000,0.0079,2.6471%,4.2180,2405539,28.5152,120.2769,10000004,3864886,2.5874,1586755,24995,0.4106,0.0065,1.5752%,2.4995,700665,28.0322,70.0665
int,int_33_trace,310.41816425323486,Pass,508.3082311153412,110000052,54242525,2.0279,16062450,878523,0.2961,0.0162,5.4694%,7.9866,42543053,48.4257,386.7548,55000052,26271395,2.0935,7710997,449539,0.2935,0.0171,5.8298%,8.1734,20554547,45.7236,373.7187
int,int_22_trace,96.68442058563232,Pass,256.1265833377838,40000052,23128965,1.7294,6671960,215859,0.2885,0.0093,3.2353%,5.3965,15759085,73.0064,393.9766,20000052,11435064,1.7490,3314359,108124,0.2898,0.0095,3.2623%,5.4062,7791228,72.0583,389.5604
int,int_27_trace,219.70562553405762,Pass,219.29843831062317,40000052,6375944,6.2736,1891315,35044,0.2966,0.0055,1.8529%,0.8761,1152065,32.8748,28.8016,20000052,2956472,6.7648,940632,14955,0.3182,0.0051,1.5899%,0.7477,511236,34.1850,25.5617
int,int_0_trace,137.11144542694092,Pass,190.73234128952026,40000041,14701131,2.7209,6223265,205309,0.4233,0.0140,3.2991%,5.1327,10015750,48.7838,250.3935,20000041,6524639,3.0653,3076555,100309,0.4715,0.0154,3.2604%,5.0154,4294649,42.8142,214.7320
int,int_31_trace,118.0513105392456,Pass,197.6942753791809,40000052,4697945,8.5144,4773947,33645,1.0162,0.0072,0.7048%,0.8411,645702,19.1916,16.1425,20000052,2233916,8.9529,2359187,12716,1.0561,0.0057,0.5390%,0.6358,245072,19.2727,12.2536
int,int_12_trace,204.59925079345703,Pass,377.55902552604675,59999603,18454516,3.2512,6357220,27398,0.3445,0.0015,0.4310%,0.4566,1026482,37.4656,17.1081,30999603,4969473,6.2380,4522132,26172,0.9100,0.0053,0.5788%,0.8443,944903,36.1036,30.4811
int,int_6_trace,130.25432968139648,Pass,185.35368418693542,30000052,7614002,3.9401,3119970,88751,0.4098,0.0117,2.8446%,2.9584,3927712,44.2554,130.9235,15000052,3754171,3.9956,1567043,43259,0.4174,0.0115,2.7605%,2.8839,1942299,44.8993,129.4862
int,int_35_trace,119.88736820220947,Pass,189.0975320339203,40000048,11505105,3.4767,5671843,98558,0.4930,0.0086,1.7377%,2.4639,5362233,54.4069,134.0557,20000048,5550275,3.6034,2842811,46771,0.5122,0.0084,1.6452%,2.3385,2524789,53.9819,126.2391
int,int_14_trace,177.29002475738525,Pass,216.02211093902588,39999640,6990422,5.7221,7635435,15865,1.0923,0.0023,0.2078%,0.3966,403223,25.4159,10.0807,20999640,3398714,6.1787,3974167,6804,1.1693,0.0020,0.1712%,0.3240,155764,22.8930,7.4175
int,int_2_trace,94.08823490142822,Pass,166.10320901870728,30000052,16603779,1.8068,5366311,198038,0.3232,0.0119,3.6904%,6.6013,12570312,63.4742,419.0097,15000052,7702058,1.9475,2681980,98014,0.3482,0.0127,3.6545%,6.5342,5720300,58.3621,381.3520
int,int_21_trace,91.63193035125732,Pass,201.38858461380005,40000052,46437161,0.8614,9059172,966011,0.1951,0.0208,10.6633%,24.1502,41560537,43.0228,1039.0121,20000052,22847486,0.8754,4504449,495434,0.1972,0.0217,10.9988%,24.7716,20377013,41.1296,1018.8480
int,int_32_trace,317.2076416015625,Pass,513.61585521698,110000052,86305978,1.2745,12636052,765057,0.1464,0.0089,6.0546%,6.9551,74230805,97.0265,674.8252,55000052,37976425,1.4483,6322521,377771,0.1665,0.0099,5.9750%,6.8686,32008519,84.7300,581.9725
int,int_26_trace,197.17267227172852,Pass,212.94735884666443,40000052,6819549,5.8655,2130479,53631,0.3124,0.0079,2.5173%,1.3408,1804786,33.6519,45.1196,20000052,3199319,6.2513,1067816,24717,0.3338,0.0077,2.3147%,1.2358,858215,34.7216,42.9106
int,int_16_trace,128.2670030593872,Pass,212.93659567832947,40000031,19009622,2.1042,6733574,325119,0.3542,0.0171,4.8283%,8.1280,7290852,22.4252,182.2712,20000031,8157366,2.4518,3364149,168558,0.4124,0.0207,5.0104%,8.4279,3629149,21.5306,181.4572
int,int_3_trace,96.88034057617188,Pass,212.17067670822144,40000052,7066304,5.6607,4722773,35272,0.6684,0.0050,0.7468%,0.8818,1008519,28.5926,25.2129,20000052,3575747,5.5933,2249610,19797,0.6291,0.0055,0.8800%,0.9898,495526,25.0304,24.7762
int,int_13_trace,32.30572509765625,Pass,185.5978000164032,40000052,6237898,6.4124,4243961,36991,0.6804,0.0059,0.8716%,0.9248,1064785,28.7850,26.6196,20000052,3060787,6.5343,2111572,17419,0.6899,0.0057,0.8249%,0.8709,517035,29.6822,25.8517
int,int_4_trace,188.2430238723755,Pass,320.70959091186523,59999657,14021769,4.2790,7683892,251255,0.5480,0.0179,3.2699%,4.1876,5472617,21.7811,91.2108,30999657,7069249,4.3851,4061423,130834,0.5745,0.0185,3.2214%,4.2205,2800574,21.4056,90.3421
int,int_7_trace,128.17397212982178,Pass,212.79808521270752,40000048,14760861,2.7099,5944145,230901,0.4027,0.0156,3.8845%,5.7725,5341731,23.1343,133.5431,20000048,6340688,3.1542,3000751,112572,0.4733,0.0178,3.7515%,5.6286,2495125,22.1647,124.7560
int,int_25_trace,169.04896354675293,Pass,216.89581966400146,40000052,7679736,5.2085,2766410,52921,0.3602,0.0069,1.9130%,1.3230,1993746,37.6740,49.8436,20000052,4234242,4.7234,1541724,45873,0.3641,0.0108,2.9754%,2.2936,1523280,33.2065,76.1638
int,int_10_trace,204.85591316223145,Pass,332.1148736476898,60000052,9673683,6.2024,7032592,32181,0.7270,0.0033,0.4576%,0.5363,877935,27.2812,14.6322,30000052,4472195,6.7081,3499163,15363,0.7824,0.0034,0.4390%,0.5121,353287,22.9960,11.7762
int,int_19_trace,184.28955841064453,Pass,222.20791149139404,40000052,8021952,4.9863,5852871,33928,0.7296,0.0042,0.5797%,0.8482,1436022,42.3256,35.9005,20000052,3785747,5.2830,2929049,13244,0.7737,0.0035,0.4522%,0.6622,604591,45.6502,30.2295
int,int_18_trace,108.31880569458008,Pass,251.60693216323853,39999864,10819270,3.6971,9457814,33973,0.8742,0.0031,0.3592%,0.8493,1512896,44.5323,37.8225,20999864,5170578,4.0614,4985263,14802,0.9642,0.0029,0.2969%,0.7049,604805,40.8597,28.8004
int,int_15_trace,98.1560001373291,Pass,369.59856128692627,70000157,18505236,3.7827,9192864,33514,0.4968,0.0018,0.3646%,0.4788,1848008,55.1414,26.4001,35000157,9308065,3.7602,4669511,31756,0.5017,0.0034,0.6801%,0.9073,1472674,46.3747,42.0762
int,int_36_trace,201.8018684387207,Pass,305.31816124916077,53761949,35580160,1.5110,7755130,214658,0.2180,0.0060,2.7679%,3.9927,9779670,45.5593,181.9069,27761949,15412502,1.8013,4116890,106110,0.2671,0.0069,2.5774%,3.8221,4372152,41.2040,157.4872
int,int_23_trace,182.35865116119385,Pass,230.14053678512573,40000052,18507313,2.1613,5329093,139295,0.2879,0.0075,2.6139%,3.4824,6336006,45.4862,158.3999,20000052,8603665,2.3246,2669216,67286,0.3102,0.0078,2.5208%,3.3643,2704024,40.1870,135.2008
int,int_9_trace,152.5840139389038,Pass,208.42821836471558,40000050,14339907,2.7894,5800876,194119,0.4045,0.0135,3.3464%,4.8530,4531991,23.3465,113.2996,20000050,6021303,3.3215,2893544,92389,0.4806,0.0153,3.1929%,4.6194,2100197,22.7321,105.0096
int,int_1_trace,92.84952068328857,Pass,163.2405219078064,30000052,16372206,1.8324,5301134,207328,0.3238,0.0127,3.9110%,6.9109,12333172,59.4863,411.1050,15000052,7759432,1.9331,2642836,103198,0.3406,0.0133,3.9048%,6.8798,5778124,55.9907,385.2069
int,int_28_trace,185.9219560623169,Pass,186.69894909858704,40000052,8459793,4.7283,4006233,146982,0.4736,0.0174,3.6688%,3.6745,3712007,25.2548,92.8001,20000052,4108393,4.8681,1994428,68750,0.4855,0.0167,3.4471%,3.4375,1767462,25.7085,88.3729
int,int_5_trace,138.47165870666504,Pass,201.7327790260315,30000052,6651431,4.5103,2565027,85651,0.3856,0.0129,3.3392%,2.8550,3097648,36.1659,103.2548,15000052,3316396,4.5230,1297750,42168,0.3913,0.0127,3.2493%,2.8112,1554099,36.8549,103.6062
int,int_29_trace,181.88746547698975,Pass,201.05019855499268,40000052,15975083,2.5039,4048870,499387,0.2534,0.0313,12.3340%,12.4847,12124994,24.2798,303.1245,20000052,7739823,2.5840,2031315,243245,0.2624,0.0314,11.9748%,12.1622,5847637,24.0401,292.3811
int,int_20_trace,187.00185585021973,Pass,325.1436529159546,60000051,17314691,3.4653,9561405,167187,0.5522,0.0097,1.7486%,2.7864,5281877,31.5926,88.0312,30000051,7182878,4.1766,4877083,80425,0.6790,0.0112,1.6490%,2.6808,2242046,27.8775,74.7347
int,int_8_trace,137.59827327728271,Pass,214.5790195465088,40000052,16304946,2.4532,5678944,286709,0.3483,0.0176,5.0486%,7.1677,6617875,23.0822,165.4467,20000052,6548283,3.0542,2813189,131548,0.4296,0.0201,4.6761%,6.5774,2943925,22.3791,147.1959
int,int_30_trace,182.9177484512329,Pass,200.36397743225098,40000052,16300556,2.4539,4219863,517526,0.2589,0.0317,12.2640%,12.9381,12403409,23.9667,310.0848,20000052,7922472,2.5245,2099953,251310,0.2651,0.0317,11.9674%,12.5655,6003255,23.8878,300.1620
int,int_17_trace,128.60758018493652,Pass,212.46503114700317,39999987,16617556,2.4071,6659971,255590,0.4008,0.0154,3.8377%,6.3898,5851887,22.8956,146.2972,20999987,6685384,3.1412,3432362,119597,0.5134,0.0179,3.4844%,5.6951,2624197,21.9420,124.9618
int,int_24_trace,145.24023818969727,Pass,275.04187297821045,40000051,14575551,2.7443,8385203,22650,0.5753,0.0016,0.2701%,0.5662,2691771,118.8420,67.2942,20000051,6920939,2.8898,4599578,9644,0.6646,0.0014,0.2097%,0.4822,1171876,121.5135,58.5937
int,int_11_trace,203.19092559814453,Pass,303.9596014022827,60000052,16565909,3.6219,4130584,252356,0.2493,0.0152,6.1095%,4.2059,9158351,36.2914,152.6391,30000052,8289301,3.6191,2064453,127619,0.2491,0.0154,6.1817%,4.2540,4627734,36.2621,154.2575
int,int_34_trace,112.3776216506958,Pass,184.98428583145142,40000052,11174604,3.5795,6380286,122813,0.5710,0.0110,1.9249%,3.0703,5660656,46.0917,141.5162,20000052,4948130,4.0419,3101677,63963,0.6268,0.0129,2.0622%,3.1981,2552654,39.9083,127.6324
infra,infra_9_trace,141.69822597503662,Pass,243.39245557785034,50000052,29159592,1.7147,7203244,230138,0.2470,0.0079,3.1949%,4.6028,19596945,85.1530,391.9385,25000052,17154381,1.4574,3405201,171380,0.1985,0.0100,5.0329%,6.8552,14531262,84.7897,581.2493
infra,infra_0_trace,94.09143447875977,Pass,226.2556712627411,40000016,8849295,4.5201,5140781,51328,0.5809,0.0058,0.9984%,1.2832,1491214,29.0526,37.2803,20000016,4402530,4.5428,2582400,26487,0.5866,0.0060,1.0257%,1.3243,792356,29.9149,39.6178
infra,infra_2_trace,221.61112022399902,Pass,339.8184368610382,47546686,10634682,4.4709,5818731,23002,0.5471,0.0022,0.3953%,0.4838,717115,31.1762,15.0823,24546686,4321917,5.6796,2997214,7812,0.6935,0.0018,0.2606%,0.3183,149172,19.0952,6.0771
infra,infra_5_trace,58.871103286743164,Pass,257.8101661205292,40000016,34842551,1.1480,7268207,90978,0.2086,0.0026,1.2517%,2.2744,26690190,293.3697,667.2545,20000016,22508324,0.8886,3539219,65592,0.1572,0.0029,1.8533%,3.2796,18698302,285.0699,934.9144
infra,infra_4_trace,84.87091732025146,Pass,198.63644576072693,40000016,23955251,1.6698,5988066,99161,0.2500,0.0041,1.6560%,2.4790,12293775,123.9779,307.3443,20000016,11990897,1.6679,2971304,50133,0.2478,0.0042,1.6872%,2.5066,6181793,123.3079,309.0894
infra,infra_11_trace,209.36411476135254,Pass,264.4228367805481,50000052,18368522,2.7221,7754708,54425,0.4222,0.0030,0.7018%,1.0885,3986008,73.2385,79.7201,25000052,9234904,2.7071,3881908,25615,0.4204,0.0028,0.6599%,1.0246,2261456,88.2864,90.4581
infra,infra_14_trace,118.4549331665039,Pass,209.7749729156494,50000052,17941983,2.7868,6536492,270164,0.3643,0.0151,4.1332%,5.4033,12841347,47.5317,256.8267,25000052,6331169,3.9487,3156210,119003,0.4985,0.0188,3.7704%,4.7601,4084844,34.3256,163.3934
infra,infra_12_trace,207.57365608215332,Pass,265.50953221321106,50000052,17565210,2.8465,7862103,53529,0.4476,0.0030,0.6808%,1.0706,3487507,65.1517,69.7501,25000052,8359221,2.9907,3927069,25077,0.4698,0.0030,0.6386%,1.0031,1708176,68.1172,68.3269
infra,infra_15_trace,101.22027969360352,Pass,208.2710452079773,50000052,35089030,1.4249,6957507,435114,0.1983,0.0124,6.2539%,8.7023,30565895,70.2480,611.3173,25000052,6742737,3.7077,3466846,154506,0.5142,0.0229,4.4567%,6.1802,4464748,28.8969,178.5895
infra,infra_1_trace,175.13615703582764,Pass,205.80222368240356,37799521,8188465,4.6162,4337669,13509,0.5297,0.0016,0.3114%,0.3574,590756,43.7306,15.6287,19799521,3728024,5.3110,2263258,3789,0.6071,0.0010,0.1674%,0.1914,124839,32.9477,6.3052
infra,infra_7_trace,65.31903553009033,Pass,212.99306416511536,40000016,21860677,1.8298,6716982,59934,0.3073,0.0027,0.8923%,1.4983,8235878,137.4158,205.8969,20000016,11200946,1.7856,3345402,16963,0.2987,0.0015,0.5071%,0.8481,3454195,203.6311,172.7096
infra,infra_13_trace,139.63556957244873,Pass,244.54266738891602,50000052,20549472,2.4332,6532412,212019,0.3179,0.0103,3.2456%,4.2404,13758418,64.8924,275.1681,25000052,9708960,2.5749,3378036,87032,0.3479,0.0090,2.5764%,3.4813,5209454,59.8568,208.3777
infra,infra_8_trace,54.09443473815918,Pass,202.85332202911377,40000016,24567609,1.6282,7460282,50271,0.3037,0.0020,0.6738%,1.2568,15877935,315.8468,396.9482,20000016,12253991,1.6321,3730712,24949,0.3044,0.0020,0.6687%,1.2474,7903200,316.7742,395.1597
infra,infra_10_trace,117.67702960968018,Pass,228.42448616027832,50000052,18421599,2.7142,6548159,267715,0.3555,0.0145,4.0884%,5.3543,13142609,49.0918,262.8519,25000052,6360933,3.9302,3150015,119998,0.4952,0.0189,3.8094%,4.7999,4108841,34.2409,164.3533
infra,infra_3_trace,83.57435989379883,Pass,162.90476632118225,40000016,8067704,4.9580,5433078,42530,0.6734,0.0053,0.7828%,1.0632,1096864,25.7904,27.4216,20000016,4001584,4.9980,2737308,19736,0.6841,0.0049,0.7210%,0.9868,519607,26.3279,25.9803
infra,infra_6_trace,168.09687328338623,Pass,338.34581685066223,64718349,15410602,4.1996,9187928,82697,0.5962,0.0054,0.9001%,1.2778,3207677,38.7883,49.5636,32718349,7753611,4.2198,5004718,39961,0.6455,0.0052,0.7985%,1.2214,1832017,45.8451,55.9936
